longitude,latitude,American Crow,Belted Kingfisher,Blue Jay,Blue-gray Gnatcatcher,Brown Pelican,Brown Thrasher,Carolina Chickadee,Carolina Wren,Common Grackle,Double-crested Cormorant,Downy Woodpecker,Eastern Bluebird,Eastern Phoebe,Eastern Towhee,European Starling,Fish Crow,Forster's Tern,Gray Catbird,Great Blue Heron,Great Crested Flycatcher,Great Egret,House Finch,House Sparrow,Killdeer,Laughing Gull,Little Blue Heron,Marbled Godwit,Mourning Dove,Northern Cardinal,Northern Mockingbird,Osprey,Pine Warbler,Red-bellied Woodpecker,Red-winged Blackbird,Ring-billed Gull,Royal Tern,Ruby-crowned Kinglet,Ruby-throated Hummingbird,Sanderling,Snowy Egret,Tufted Titmouse,Turkey Vulture,White Ibis,White-eyed Vireo,Willet,Yellow-rumped Warbler
-90.3525738314227,31.235303608439207,2836,0,691,0,3,1,50,4,2,3,1,3,0,0,53,5,0,0,1,0,2,38,198,0,166,0,0,56,1472,72,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.32250191229838,31.24704127299392,2611,0,789,0,3,1,59,4,2,3,1,3,0,0,46,5,0,0,1,0,1,49,209,0,142,0,0,62,1794,75,0,0,1,15,0,0,0,1,0,0,1,1,1,0,0,10
-90.29242382642582,31.25877196451875,2674,0,782,0,3,1,59,4,2,3,1,3,0,0,47,5,0,0,1,0,2,48,210,0,143,0,0,61,1766,27,0,0,1,15,0,0,0,1,0,0,1,1,1,0,0,10
-90.74373338842192,31.048305616307623,2343,0,858,0,3,1,66,5,2,3,1,3,0,0,41,5,0,0,1,0,1,58,210,0,130,0,0,69,2071,80,0,0,1,14,0,0,0,1,0,0,3,1,0,0,0,10
-90.71369161990027,31.06014077523952,2322,0,864,0,3,1,66,5,2,3,1,3,0,0,41,5,0,0,1,0,1,59,210,0,129,0,0,70,2092,80,0,0,1,14,0,0,0,1,0,0,3,1,0,0,0,10
-90.68364854740165,31.071970479037297,2403,0,848,0,3,1,65,5,2,3,1,3,0,0,42,5,0,0,1,0,1,56,210,0,132,0,0,68,2020,79,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.65360418790878,31.083794220323693,815,0,903,0,3,1,70,6,2,2,1,3,0,0,39,5,0,0,1,0,1,64,211,0,124,0,0,74,2247,83,0,0,3,14,0,0,0,2,0,0,4,1,0,0,0,10
-90.62355472341096,31.095607082200377,2519,0,805,0,3,1,61,5,2,3,1,3,0,0,45,5,0,0,1,0,1,51,208,0,140,0,0,64,1858,77,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.593507290582,31.107413148727492,2593,0,777,0,3,1,58,4,2,3,1,3,0,0,47,5,0,0,1,0,2,48,206,0,145,0,0,62,1759,75,0,0,1,15,0,0,0,1,0,0,1,1,1,0,0,10
-90.56345445169714,31.11921425026483,2600,0,774,0,3,1,58,4,2,3,1,3,0,0,47,5,0,0,1,0,2,47,206,0,146,0,0,61,1750,75,0,0,1,15,0,0,0,1,0,0,1,1,1,0,0,10
-90.53340062275063,31.13100458712141,2556,0,807,0,3,1,61,5,2,3,1,3,0,0,45,5,0,0,1,0,1,51,210,0,138,0,0,63,1863,76,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.50334052001924,31.1427826328935,2655,0,758,0,3,1,56,4,2,3,1,3,0,0,48,5,0,0,1,0,2,45,205,0,149,0,0,60,1693,74,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.47327820077246,31.15456540494169,2622,0,795,0,3,1,60,4,2,3,1,3,0,0,46,5,0,0,1,0,1,49,210,0,141,0,0,62,1811,28,0,0,1,15,0,0,0,1,0,0,1,1,1,0,0,10
-90.4432178281062,31.166331031828975,2752,0,724,0,3,1,53,4,2,3,1,3,0,0,51,5,0,0,1,0,2,41,202,0,157,0,0,58,1579,73,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.41315190068244,31.17809369648677,2782,0,705,0,3,1,51,4,2,3,1,3,0,0,52,5,0,0,1,0,2,39,199,0,163,0,0,57,1516,72,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.38308296279791,31.189847129875425,2759,0,708,0,3,1,52,4,2,3,1,3,0,0,52,5,0,0,1,0,2,40,199,0,162,0,0,57,1529,72,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.35301028845706,31.201596420010336,2844,0,678,0,3,1,49,3,2,3,1,3,0,0,55,5,0,0,1,0,2,36,196,0,171,0,0,55,1433,71,0,0,1,18,0,0,0,1,0,0,1,1,1,0,0,10
-90.32293674104676,31.213335063490188,2833,0,700,0,3,1,51,4,2,3,1,3,0,0,53,5,0,0,1,0,2,39,200,0,163,0,0,56,1500,26,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.292857058427,31.225069805692723,2600,0,811,0,3,1,61,5,2,3,1,3,0,0,45,5,0,0,1,0,1,51,212,0,137,0,0,63,1870,28,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.2627800132272,31.236792620291727,2852,0,705,0,3,1,52,4,2,3,1,3,0,0,53,5,0,0,1,0,2,39,202,0,161,0,0,56,1513,26,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.23269962505768,31.24850612705113,2826,0,697,0,3,1,51,4,2,3,1,3,0,0,53,5,0,0,1,0,2,38,199,0,164,0,0,56,1492,72,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.20261863070569,31.26021392754457,2872,0,671,0,3,0,48,3,2,3,1,3,0,0,55,5,0,0,1,0,2,36,196,0,172,0,0,55,1413,71,0,0,1,18,0,0,0,1,0,0,1,1,1,0,0,10
-90.74417143637868,31.014623817033044,768,0,937,0,3,1,73,6,2,2,1,4,0,0,38,5,0,0,1,0,1,69,211,0,330,0,0,78,2387,86,0,0,3,14,0,0,0,2,0,0,4,1,0,0,0,10
-90.71413279598978,31.026453508122643,752,0,930,0,3,1,72,6,2,2,1,4,0,0,38,5,0,0,1,0,1,69,208,0,336,0,0,78,2369,86,0,0,3,14,0,0,0,2,0,0,4,1,0,0,0,10
-90.6840892934004,31.03828354564051,775,0,932,0,3,1,73,6,2,2,1,4,0,0,38,5,0,0,1,0,1,69,211,0,329,0,0,77,2372,86,0,0,3,14,0,0,0,2,0,0,4,1,0,0,0,10
-90.65404495856318,31.05010485145106,749,0,941,0,3,1,73,6,2,2,1,4,0,0,37,5,0,0,1,0,1,70,210,0,331,0,0,79,2412,87,0,0,4,14,0,0,0,2,0,0,4,1,0,0,0,10
-90.62399565345362,31.061920082715616,845,0,875,0,3,1,67,5,2,2,1,3,0,0,41,5,0,0,1,0,1,60,211,0,127,0,0,71,2137,81,0,0,1,14,0,0,0,1,0,0,3,1,0,0,0,10
-90.5939521196874,31.073725035205214,2469,0,806,0,3,1,61,5,2,3,1,3,0,0,44,5,0,0,1,0,1,52,206,0,140,0,0,64,1870,77,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.56390034973364,31.085519358570057,2348,0,850,0,3,1,65,5,2,3,1,3,0,0,42,5,0,0,1,0,1,57,208,0,132,0,0,69,2038,80,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.53384704416624,31.097311759872294,2436,0,834,0,3,1,63,5,2,3,1,3,0,0,43,5,0,0,1,0,1,55,209,0,134,0,0,66,1968,78,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.50378472801124,31.10909465583898,788,0,901,0,3,1,70,6,2,2,1,3,0,0,39,5,0,0,1,0,1,64,208,0,126,0,0,75,2252,84,0,0,3,14,0,0,0,2,0,0,4,1,0,0,0,10
-90.4737277531654,31.12086916817927,839,0,877,0,3,1,68,5,2,2,1,3,0,0,40,5,0,0,1,0,1,61,210,0,127,0,0,71,2149,81,0,0,1,14,0,0,0,1,0,0,4,1,0,0,0,10
-90.44366965593866,31.13263733509184,2575,0,806,0,3,1,61,5,2,3,1,3,0,0,45,5,0,0,1,0,1,51,210,0,138,0,0,63,1861,28,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.41359833599267,31.14439612762071,2603,0,783,0,3,1,59,4,2,3,1,3,0,0,46,5,0,0,1,0,1,48,208,0,144,0,0,62,1777,75,0,0,1,15,0,0,0,1,0,0,1,1,1,0,0,10
-90.38353240890264,31.15614823253827,2665,0,759,0,3,1,56,4,2,3,1,3,0,0,48,5,0,0,1,0,2,45,205,0,149,0,0,60,1693,74,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.3534601632343,31.167895760873687,2754,0,720,0,3,1,53,4,2,3,1,3,0,0,51,5,0,0,1,0,2,41,201,0,159,0,0,58,1566,73,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.32339005828533,31.17963186728748,2786,0,695,0,3,1,50,4,2,3,1,3,0,0,53,5,0,0,1,0,2,38,197,0,166,0,0,56,1488,72,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.29331197350147,31.191361448111937,2767,0,721,0,3,1,53,4,2,3,1,3,0,0,51,5,0,0,1,0,2,41,201,0,158,0,0,58,1568,73,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.2632299629337,31.203080142432352,2511,0,816,0,3,1,62,5,2,3,1,3,0,0,44,5,0,0,1,0,1,52,209,0,137,0,0,64,1900,77,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.2331509885198,31.21479847897248,2869,0,678,0,3,1,49,3,2,3,1,3,0,0,55,5,0,0,1,0,2,37,197,0,169,0,0,55,1435,71,0,0,1,18,0,0,0,1,0,0,1,1,1,0,0,10
-90.20306633627264,31.226507494185736,2862,0,672,0,3,1,49,3,2,3,1,3,0,0,55,5,0,0,1,0,2,36,196,0,172,0,0,55,1416,71,0,0,1,18,0,0,0,1,0,0,1,1,1,0,0,10
-90.1729823800707,31.23820804132468,2867,0,663,0,3,0,48,3,2,4,1,2,0,0,56,5,0,0,1,0,2,35,194,0,175,0,0,54,1390,71,0,0,1,18,0,0,0,1,0,0,1,1,1,0,0,10
-90.1428945259604,31.249896212929094,2873,0,666,0,3,0,48,3,2,3,1,2,0,0,55,5,0,0,1,0,2,35,195,0,173,0,0,55,1400,71,0,0,1,18,0,0,0,1,0,0,1,1,1,0,0,10
-90.11280442638892,31.2615831652622,2850,0,656,0,3,0,47,3,2,4,1,2,0,0,56,5,0,0,1,0,2,34,192,0,178,0,0,55,1373,71,0,0,1,18,0,0,0,1,0,0,1,1,2,0,0,10
-90.74462139453604,30.980944504206946,212,0,1085,0,8,1,86,23,2,2,2,5,0,1,32,5,0,0,1,0,1,94,209,0,311,0,0,273,8260,101,0,0,5,15,0,0,0,2,0,0,6,1,0,0,0,11
-90.71458540209612,30.992777208126743,637,0,1048,0,7,1,83,21,2,2,2,4,0,1,33,5,0,0,1,0,1,87,212,0,310,0,0,254,7786,97,0,0,5,14,0,0,0,2,0,0,5,1,0,0,0,10
-90.68454056629264,31.00460708006553,698,0,990,0,3,1,78,7,2,2,1,4,0,0,35,5,0,0,1,0,1,78,211,0,320,0,0,85,2617,91,0,0,4,14,1,0,0,2,0,0,5,1,0,0,0,10
-90.65449987732002,31.01642392673389,671,0,1014,0,3,1,80,20,2,2,2,4,0,0,34,5,0,0,1,0,1,82,212,0,314,0,0,242,7412,93,0,0,4,14,1,0,0,2,0,0,5,1,0,0,0,10
-90.62445705812196,31.028235090172267,718,0,982,0,3,1,77,7,2,2,1,4,0,0,36,5,0,0,1,0,1,76,213,0,317,0,0,84,2584,90,0,0,4,14,0,0,0,2,0,0,5,1,0,0,0,10
-90.59440558636264,31.040042361869,810,0,891,0,3,1,69,6,2,2,1,3,0,0,40,5,0,0,1,0,1,63,209,0,127,0,0,73,2205,83,0,0,1,14,0,0,0,2,0,0,4,1,0,0,0,10
-90.56435427986943,31.05183537819676,840,0,870,0,3,1,67,5,2,3,1,3,0,0,41,5,0,0,1,0,1,60,209,0,129,0,0,71,2117,81,0,0,1,14,0,0,0,1,0,0,3,1,0,0,0,10
-90.53430617283556,31.06362517915561,836,0,874,0,3,1,67,5,2,2,1,3,0,0,41,5,0,0,1,0,1,60,209,0,128,0,0,71,2134,81,0,0,1,14,0,0,0,1,0,0,3,1,0,0,0,10
-90.50424651781236,31.07540975623572,704,0,954,0,3,1,74,6,2,2,1,4,0,0,36,5,0,0,1,0,1,73,207,0,334,0,0,82,2479,89,0,0,4,14,1,0,0,2,0,0,4,1,0,0,0,10
-90.47418718416964,31.08717817092835,2347,0,860,0,3,1,66,5,2,3,1,3,0,0,41,5,0,0,1,0,1,58,210,0,129,0,0,69,2076,80,0,0,1,14,0,0,0,1,0,0,3,1,0,0,0,10
-90.44412647444548,31.098944138796224,2518,0,804,0,3,1,61,5,2,3,1,3,0,0,45,5,0,0,1,0,1,51,208,0,139,0,0,64,1860,77,0,0,1,15,0,0,0,1,0,0,3,1,1,0,0,10
-90.41406214180134,31.110701246830168,2663,0,753,0,3,1,56,4,2,3,1,3,0,0,48,5,0,0,1,0,2,45,204,0,151,0,0,60,1677,74,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.3839971390694,31.12245565257458,2677,0,740,0,3,1,55,4,2,3,1,3,0,0,49,5,0,0,1,0,2,43,202,0,154,0,0,59,1636,74,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.35392253375991,31.134198435354357,2711,0,729,0,3,1,54,4,2,3,1,3,0,0,50,5,0,0,1,0,2,42,201,0,157,0,0,58,1594,73,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.32385470218344,31.145934698674544,2708,0,745,0,3,1,55,4,2,3,1,3,0,0,49,5,0,0,1,0,2,44,204,0,152,0,0,59,1647,74,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.29377612851076,31.157663991596767,2727,0,739,0,3,1,55,4,2,3,1,3,0,0,50,5,0,0,1,0,2,43,204,0,154,0,0,59,1626,73,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.26369780289444,31.16938319356372,2753,0,730,0,3,1,54,4,2,3,1,3,0,0,50,5,0,0,1,0,2,42,203,0,156,0,0,58,1595,73,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.23361522823409,31.1810999947819,2478,0,855,0,2,1,66,5,2,3,1,3,0,0,42,5,0,0,1,0,1,57,214,0,128,0,0,67,2038,29,0,0,1,14,0,0,0,1,0,0,3,1,1,0,0,10
-90.20353484216936,31.19280412887788,2804,0,690,0,3,1,50,4,2,3,1,3,0,0,53,5,0,0,1,0,2,38,197,0,167,0,0,56,1474,72,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.1734552122192,31.20450185970474,2803,0,701,0,3,1,51,4,2,3,1,3,0,0,53,5,0,0,1,0,2,39,199,0,164,0,0,56,1505,72,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.14336405161424,31.216195018469293,2797,0,709,0,3,1,52,4,2,3,1,3,0,0,52,5,0,0,1,0,2,40,201,0,161,0,0,57,1531,26,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.11327567236778,31.227876519224836,2813,0,720,0,3,1,53,4,2,3,1,3,0,0,51,5,0,0,1,0,2,41,204,0,157,0,0,57,1561,26,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.08318251214055,31.23955319356172,2822,0,706,0,3,1,52,4,2,3,1,3,0,0,52,5,0,0,1,0,2,39,201,0,161,0,0,56,1520,26,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
-90.05308656686006,31.251219215857848,2765,0,728,0,3,1,54,4,2,3,1,3,0,0,51,5,0,0,1,0,2,42,203,0,156,0,0,58,1590,27,0,0,1,16,0,0,0,1,0,0,1,1,1,0,0,10
-90.02298354662773,31.26288223542418,2698,0,705,0,3,1,51,4,2,3,1,3,0,0,52,5,0,0,1,0,2,40,196,0,164,0,0,58,1525,73,0,0,1,17,0,0,0,1,0,0,1,1,1,0,0,10
