longitude,latitude,American Crow,Belted Kingfisher,Blue Jay,Blue-gray Gnatcatcher,Brown Pelican,Brown Thrasher,Carolina Chickadee,Carolina Wren,Common Grackle,Double-crested Cormorant,Downy Woodpecker,Eastern Bluebird,Eastern Phoebe,Eastern Towhee,European Starling,Fish Crow,Forster's Tern,Gray Catbird,Great Blue Heron,Great Crested Flycatcher,Great Egret,House Finch,House Sparrow,Killdeer,Laughing Gull,Little Blue Heron,Marbled Godwit,Mourning Dove,Northern Cardinal,Northern Mockingbird,Osprey,Pine Warbler,Red-bellied Woodpecker,Red-winged Blackbird,Ring-billed Gull,Royal Tern,Ruby-crowned Kinglet,Ruby-throated Hummingbird,Sanderling,Snowy Egret,Tufted Titmouse,Turkey Vulture,White Ibis,White-eyed Vireo,Willet,Yellow-rumped Warbler
-90.62192898403646,31.230409526666037,46,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,334,0,0,256,1378,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.59187655475364,31.242226060357872,45,0,44,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,338,0,0,255,1357,31,0,0,1,274,0,1,0,1,1,0,2,1,0,0,0,9
-90.5618261855782,31.25403197572347,45,0,44,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,338,0,0,255,1353,31,0,0,1,276,0,1,0,1,1,0,2,1,0,0,0,9
-90.74250288767146,31.149384465761933,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,321,0,0,256,3878,31,0,0,1,263,0,1,0,1,1,0,3,1,0,0,0,9
-90.71246133331252,31.161225091528237,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,325,0,0,257,1409,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.68241413758832,31.17305848513412,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,330,0,0,256,1387,31,0,0,1,272,0,1,0,1,1,0,3,1,0,0,0,9
-90.65236715705086,31.18488398470399,45,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,332,0,0,256,1378,31,0,0,1,273,0,1,0,1,1,0,3,1,0,0,0,9
-90.62231740759228,31.19670376789151,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,335,0,0,255,1365,31,0,0,1,274,0,1,0,1,1,0,3,1,0,0,0,9
-90.5922678588469,31.208512801662025,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,336,0,0,255,1364,31,0,0,1,275,0,1,0,1,1,0,3,1,0,0,0,9
-90.56221095548322,31.220316314792836,45,0,45,0,11,1,9,11,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,333,0,0,255,1372,31,0,0,1,273,0,1,0,1,1,0,3,1,0,0,0,9
-90.53214952829468,31.232114693960423,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,330,0,0,256,1388,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.50208818262846,31.24390234161532,45,0,44,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,339,0,0,255,1350,31,0,0,1,277,0,1,0,1,1,0,2,1,0,0,0,9
-90.47202468852204,31.255684682684112,44,0,44,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,343,0,0,255,1341,31,0,0,1,277,0,1,0,1,1,0,2,1,0,0,0,9
-90.74289660420438,31.115685175648743,47,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,316,0,0,257,3909,31,0,0,1,264,0,1,0,1,1,0,3,1,0,0,0,9
-90.71285287462162,31.127527875852017,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,329,0,0,256,1388,31,0,0,1,272,0,1,0,1,1,0,3,1,0,0,0,9
-90.6828098449466,31.13935697318545,47,0,47,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,323,0,0,257,3890,31,0,0,1,263,0,1,0,1,1,0,3,1,0,0,0,9
-90.65276437941549,31.151181629466315,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,321,0,0,256,3865,31,0,0,1,266,0,1,0,1,1,0,3,1,0,0,0,9
-90.62271713706112,31.16299955070717,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,324,0,0,257,1421,31,0,0,1,269,0,1,0,1,1,0,3,1,0,0,0,9
-90.59266287806857,31.17480756708016,46,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,331,0,0,256,1384,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.56260488188197,31.18660930650205,45,0,44,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,337,0,0,255,1354,31,0,0,1,275,0,1,0,1,1,0,2,1,0,0,0,9
-90.5325549692669,31.198406819390584,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,329,0,0,256,1396,31,0,0,1,269,0,1,0,1,1,0,3,1,0,0,0,9
-90.50249219855826,31.210192379436027,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,325,0,0,256,1414,31,0,0,1,264,0,1,0,1,1,0,3,1,0,0,0,9
-90.47243023114856,31.221971523256745,46,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,334,0,0,255,1378,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.44236572244978,31.23374427300205,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,336,0,0,255,1374,31,0,0,1,269,0,1,0,1,1,0,3,1,0,0,0,9
-90.41229594632736,31.24550706283134,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,337,0,0,255,1360,31,0,0,1,275,0,1,0,1,1,0,2,1,0,0,0,9
-90.38222978846814,31.257262926228275,46,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,330,0,0,256,1390,31,0,0,1,272,0,1,0,1,1,0,3,1,0,0,0,9
-90.74330821595076,31.08199234270113,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,326,0,0,256,1394,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.7132697817132,31.0938332682849,46,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,332,0,0,256,1380,31,0,0,1,274,0,1,0,1,1,0,3,1,0,0,0,9
-90.68322388107876,31.10566280330453,47,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,317,0,0,258,3921,31,0,0,1,267,0,1,0,1,1,0,3,1,0,0,0,9
-90.65317507562318,31.117485359285936,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,327,0,0,256,1399,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.62312837928766,31.129302644329588,45,0,45,0,11,1,9,11,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,333,0,0,255,1370,31,0,0,1,273,0,1,0,1,1,0,3,1,0,0,0,9
-90.59307835532492,31.141111474530508,46,0,46,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,330,0,0,257,1392,31,0,0,1,272,0,1,0,1,1,0,3,1,0,0,0,9
-90.56302550284242,31.15290693159253,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,328,0,0,257,1400,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.53297093880782,31.16470122421035,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,328,0,0,256,1397,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.50290822668748,31.17648755598874,46,0,45,0,11,1,9,11,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,332,0,0,255,1379,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.4728466304278,31.188262259597977,47,0,47,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,321,0,0,257,3898,31,0,0,1,260,0,1,0,1,1,0,3,1,0,0,0,9
-90.44278637059163,31.20003392439792,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,327,0,0,256,1407,31,0,0,1,267,0,1,0,1,1,0,3,1,0,0,0,9
-90.41272159399416,31.2117999361665,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,338,0,0,255,1359,31,0,0,1,273,0,1,0,1,1,0,2,1,0,0,0,9
-90.38264597800048,31.22355653412808,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,337,0,0,255,1360,31,0,0,1,277,0,1,0,1,1,0,2,1,0,0,0,9
-90.3525738314227,31.235303608439207,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,328,0,0,256,1392,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.32250191229838,31.24704127299392,48,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,320,0,0,257,3912,31,0,0,1,262,0,1,0,1,1,0,3,1,0,0,0,9
-90.29242382642582,31.25877196451875,48,0,48,0,10,1,10,11,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,315,0,0,258,4000,31,0,0,1,258,0,1,0,1,1,0,3,1,0,0,0,9
-90.74373338842192,31.048305616307623,48,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,317,0,0,258,3942,31,0,0,1,263,0,1,0,1,1,0,3,1,0,0,0,9
-90.71369161990027,31.06014077523952,48,0,47,0,10,1,9,11,3,3,1,14,0,0,35,3,0,0,1,0,1,11,34,1,314,0,0,258,3967,31,0,0,1,97,0,1,0,1,1,0,3,1,0,0,0,9
-90.68364854740165,31.071970479037297,48,0,47,0,10,1,9,11,3,3,1,14,0,0,35,3,0,0,1,0,1,11,34,1,318,0,0,256,3902,31,0,0,1,261,0,1,0,1,1,0,3,1,0,0,0,9
-90.65360418790878,31.083794220323693,49,0,48,0,10,1,10,12,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,311,0,0,258,4029,31,0,0,1,94,0,1,0,1,1,0,3,1,0,0,0,9
-90.62355472341096,31.095607082200377,47,0,47,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,320,0,0,257,3895,31,0,0,1,267,0,1,0,1,1,0,3,1,0,0,0,9
-90.593507290582,31.107413148727492,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,326,0,0,257,1410,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.56345445169714,31.11921425026483,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,326,0,0,257,1408,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.53340062275063,31.13100458712141,48,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,12,34,1,318,0,0,258,3933,31,0,0,1,261,0,1,0,1,1,0,3,1,0,0,0,9
-90.50334052001924,31.1427826328935,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,327,0,0,256,1399,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.47327820077246,31.15456540494169,48,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,12,34,1,318,0,0,257,3930,31,0,0,1,259,0,1,0,1,1,0,3,1,0,0,0,9
-90.4432178281062,31.166331031828975,46,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,331,0,0,256,1387,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.41315190068244,31.17809369648677,45,0,45,0,11,1,9,11,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,334,0,0,255,1366,31,0,0,1,272,0,1,0,1,1,0,3,1,0,0,0,9
-90.38308296279791,31.189847129875425,45,0,45,0,11,1,9,11,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,334,0,0,256,1371,31,0,0,1,274,0,1,0,1,1,0,3,1,0,0,0,9
-90.35301028845706,31.201596420010336,45,0,45,0,11,1,9,11,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,333,0,0,255,1374,31,0,0,1,274,0,1,0,1,1,0,3,1,0,0,0,9
-90.32293674104676,31.213335063490188,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,322,0,0,257,1425,31,0,0,1,268,0,1,0,1,1,0,3,1,0,0,0,9
-90.292857058427,31.225069805692723,49,0,48,0,10,1,10,11,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,314,0,0,257,3994,31,0,0,1,94,0,1,0,1,1,0,3,1,0,0,0,9
-90.2627800132272,31.236792620291727,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,326,0,0,256,1415,31,0,0,1,262,0,1,0,1,1,0,3,1,0,0,0,9
-90.23269962505768,31.24850612705113,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,330,0,0,256,1389,31,0,0,1,268,0,1,0,1,1,0,3,1,0,0,0,9
-90.20261863070569,31.26021392754457,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,334,0,0,255,1372,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.74417143637868,31.014623817033044,49,0,48,0,10,1,10,12,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,307,0,0,257,4029,31,0,0,1,93,0,1,0,1,1,0,3,1,0,0,0,9
-90.71413279598978,31.026453508122643,48,0,47,0,10,1,9,11,3,3,1,14,0,0,35,3,0,0,1,0,1,11,34,1,315,0,0,258,3930,31,0,0,1,265,0,1,0,1,1,0,3,1,0,0,0,9
-90.6840892934004,31.03828354564051,50,0,49,0,10,1,10,12,3,3,1,14,0,0,34,3,0,0,1,0,1,12,35,1,302,0,0,260,4139,31,0,0,1,93,0,1,0,1,1,0,3,1,0,0,0,9
-90.65404495856318,31.05010485145106,49,0,48,0,10,1,10,12,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,310,0,0,259,4007,31,0,0,1,95,0,1,0,1,1,0,3,1,0,0,0,9
-90.62399565345362,31.061920082715616,48,0,47,0,10,1,10,11,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,317,0,0,257,3954,31,0,0,1,259,0,1,0,1,1,0,3,1,0,0,0,9
-90.5939521196874,31.073725035205214,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,325,0,0,257,1404,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.56390034973364,31.085519358570057,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,320,0,0,257,3878,31,0,0,1,265,0,1,0,1,1,0,3,1,0,0,0,9
-90.53384704416624,31.097311759872294,48,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,317,0,0,257,3914,31,0,0,1,262,0,1,0,1,1,0,3,1,0,0,0,9
-90.50378472801124,31.10909465583898,48,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,311,0,0,260,3990,31,0,0,1,268,0,1,0,1,1,0,3,1,0,0,0,9
-90.4737277531654,31.12086916817927,49,0,48,0,10,1,10,12,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,312,0,0,259,4038,31,0,0,1,95,0,1,0,1,1,0,3,1,0,0,0,9
-90.44366965593866,31.13263733509184,48,0,47,0,10,1,10,11,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,318,0,0,258,3958,31,0,0,1,259,0,1,0,1,1,0,3,1,0,0,0,9
-90.41359833599267,31.14439612762071,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,327,0,0,256,1403,31,0,0,1,265,0,1,0,1,1,0,3,1,0,0,0,9
-90.38353240890264,31.15614823253827,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,330,0,0,256,1392,31,0,0,1,267,0,1,0,1,1,0,3,1,0,0,0,9
-90.3534601632343,31.167895760873687,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,329,0,0,256,1391,31,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.32339005828533,31.17963186728748,45,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,331,0,0,256,1379,31,0,0,1,275,0,1,0,1,1,0,3,1,0,0,0,9
-90.29331197350147,31.191361448111937,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,327,0,0,256,1403,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.2632299629337,31.203080142432352,48,0,47,0,10,1,10,11,3,3,1,14,0,0,35,3,0,0,1,0,1,11,34,1,313,0,0,258,3973,31,0,0,1,262,0,1,0,1,1,0,3,1,0,0,0,9
-90.2331509885198,31.21479847897248,46,0,45,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,329,0,0,256,1395,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.20306633627264,31.226507494185736,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,336,0,0,255,1362,31,0,0,1,273,0,1,0,1,1,0,3,1,0,0,0,9
-90.1729823800707,31.23820804132468,45,0,44,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,340,0,0,255,1350,31,0,0,1,275,0,1,0,1,1,0,2,1,0,0,0,9
-90.1428945259604,31.249896212929094,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,336,0,0,255,1365,31,0,0,1,273,0,1,0,1,1,0,3,1,0,0,0,9
-90.11280442638892,31.2615831652622,44,0,44,0,11,1,8,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,32,1,340,0,0,255,1343,31,0,0,1,281,0,1,0,1,1,0,2,1,0,0,0,9
-90.74462139453604,30.980944504206946,51,0,51,0,9,1,10,13,3,3,1,15,0,1,34,3,0,0,1,0,1,12,33,1,104,0,0,266,4305,32,0,0,1,100,0,1,0,1,1,0,3,1,0,0,0,10
-90.71458540209612,30.992777208126743,52,0,50,0,9,1,10,12,3,3,1,15,0,1,34,3,0,0,1,0,1,33,35,1,291,0,0,261,4239,31,0,0,1,93,0,1,0,1,1,0,3,1,0,0,0,9
-90.68454056629264,31.00460708006553,51,0,50,0,10,1,10,12,3,3,1,14,0,0,34,3,0,0,1,0,1,12,35,1,297,0,0,261,4187,31,0,0,1,93,0,1,0,1,1,0,3,1,0,0,0,9
-90.65449987732002,31.01642392673389,51,0,49,0,10,1,10,12,3,3,1,14,0,0,35,3,0,0,1,0,1,12,34,1,304,0,0,260,4120,31,0,0,1,94,0,1,0,1,1,0,3,1,0,0,0,9
-90.62445705812196,31.028235090172267,52,0,50,0,10,1,10,12,3,3,1,14,0,1,34,3,0,0,1,0,1,33,35,1,297,0,0,260,4210,31,0,0,1,92,0,1,0,1,1,0,3,1,0,0,0,9
-90.59440558636264,31.040042361869,48,0,47,0,10,1,9,11,3,3,1,14,0,0,35,3,0,0,1,0,1,11,34,1,314,0,0,258,3950,31,0,0,1,263,0,1,0,1,1,0,3,1,0,0,0,9
-90.56435427986943,31.05183537819676,48,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,317,0,0,258,3916,31,0,0,1,265,0,1,0,1,1,0,3,1,0,0,0,9
-90.53430617283556,31.06362517915561,48,0,47,0,10,1,9,11,3,3,1,14,0,0,35,3,0,0,1,0,1,11,34,1,313,0,0,259,3971,31,0,0,1,263,0,1,0,1,1,0,3,1,0,0,0,9
-90.50424651781236,31.07540975623572,47,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,313,0,0,260,3954,32,0,0,1,271,0,1,0,1,1,0,3,1,0,0,0,9
-90.47418718416964,31.08717817092835,48,0,47,0,10,1,10,11,3,3,1,14,0,0,35,3,0,0,1,0,1,11,34,1,315,0,0,258,3974,31,0,0,1,262,0,1,0,1,1,0,3,1,0,0,0,9
-90.44412647444548,31.098944138796224,47,0,47,0,10,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,319,0,0,258,3914,31,0,0,1,267,0,1,0,1,1,0,3,1,0,0,0,9
-90.41406214180134,31.110701246830168,46,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,331,0,0,256,1386,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.3839971390694,31.12245565257458,46,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,333,0,0,256,1380,31,0,0,1,273,0,1,0,1,1,0,3,1,0,0,0,9
-90.35392253375991,31.134198435354357,45,0,45,0,11,1,9,11,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,334,0,0,255,1368,31,0,0,1,273,0,1,0,1,1,0,3,1,0,0,0,9
-90.32385470218344,31.145934698674544,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,326,0,0,256,1408,31,0,0,1,267,0,1,0,1,1,0,3,1,0,0,0,9
-90.29377612851076,31.157663991596767,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,323,0,0,256,1413,31,0,0,1,268,0,1,0,1,1,0,3,1,0,0,0,9
-90.26369780289444,31.16938319356372,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,330,0,0,256,1396,31,0,0,1,267,0,1,0,1,1,0,3,1,0,0,0,9
-90.23361522823409,31.1810999947819,50,0,49,0,10,1,10,12,2,3,1,14,0,0,35,3,0,0,1,0,1,12,35,1,313,0,0,257,4042,31,0,0,1,91,0,1,0,1,1,0,3,1,0,0,0,9
-90.20353484216936,31.19280412887788,45,0,45,0,11,1,9,4,3,3,1,13,0,0,37,3,0,0,1,0,1,11,33,1,337,0,0,256,1362,31,0,0,1,274,0,1,0,1,1,0,2,1,0,0,0,9
-90.1734552122192,31.20450185970474,46,0,45,0,11,1,9,11,3,3,1,14,0,0,37,3,0,0,1,0,1,11,33,1,331,0,0,255,1380,31,0,0,1,270,0,1,0,1,1,0,3,1,0,0,0,9
-90.14336405161424,31.216195018469293,46,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,33,1,329,0,0,256,1397,31,0,0,1,268,0,1,0,1,1,0,3,1,0,0,0,9
-90.11327567236778,31.227876519224836,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,324,0,0,256,1419,31,0,0,1,262,0,1,0,1,1,0,3,1,0,0,0,9
-90.08318251214055,31.23955319356172,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,328,0,0,256,1405,31,0,0,1,266,0,1,0,1,1,0,3,1,0,0,0,9
-90.05308656686006,31.251219215857848,47,0,46,0,11,1,9,11,3,3,1,14,0,0,36,3,0,0,1,0,1,11,34,1,327,0,0,256,1405,31,0,0,1,265,0,1,0,1,1,0,3,1,0,0,0,9
-90.02298354662773,31.26288223542418,44,0,44,0,11,1,8,4,3,3,1,13,0,0,38,3,0,0,1,0,1,11,32,1,342,0,0,256,1338,31,0,0,1,282,0,1,0,1,1,0,2,1,0,0,0,9
-90.74508731667906,30.94727002236445,55,0,144,0,8,1,11,14,3,2,1,16,0,1,33,3,0,0,1,0,1,33,33,1,96,0,0,270,4578,32,0,0,1,100,0,0,0,1,0,0,3,1,0,0,0,10
